"","First","Last","Nickname","Ht.","Wt.","Reach","Stance","W","L","D","Belt"
"1178","Jake","Matthews","The Celtic Kid","5' 11""","170 lbs.","73.0""","Orthodox",17,5,0,NA
"1188","Claudio","Mattos","Popeye","--","185 lbs.","--","Orthodox",5,4,0,NA
"1198","John","Matua","","6' 2""","400 lbs.","--","Orthodox",1,4,0,NA
"1208","Francesco","Maturi","","--","--","--","",0,1,0,NA
"12113","Vladimir","Matyushenko","The Janitor","6' 0""","205 lbs.","74.0""","Orthodox",27,8,0,NA
"12211","Miranda","Maverick","Fear The","5' 3""","125 lbs.","65.0""","Southpaw",10,2,0,NA
"1239","Nick","Maximov","","6' 0""","220 lbs.","76.0""","Southpaw",6,0,0,NA
"1248","Elaina","Maxwell","Beef","5' 8""","145 lbs.","--","Orthodox",7,4,0,NA
"1258","Jeremy","May","","6' 1""","185 lbs.","--","",13,10,0,NA
"1268","Jack","May","The Outlaw","6' 8""","255 lbs.","--","Switch",9,3,0,NA
"1278","Don'Tale","Mayes","Lord Kong","6' 6""","260 lbs.","81.0""","Orthodox",8,4,0,NA
"1288","Gray","Maynard","","5' 9""","155 lbs.","70.0""","Orthodox",13,7,1,NA
"1298","Brooke","Mayo","The Bully","5' 7""","125 lbs.","--","",0,1,0,NA
"1308","Gina","Mazany","Danger","5' 6""","125 lbs.","68.0""","Southpaw",7,4,0,NA
"13113","Sabina","Mazo","Colombian Queen","5' 7""","135 lbs.","70.0""","Orthodox",9,2,0,NA
"13211","Scott","McAfee","","5' 8""","155 lbs.","--","Orthodox",14,7,0,NA
"1339","Bobby","McAndrews","","--","--","--","Orthodox",1,3,0,NA
"1348","Michael","McBride","","6' 1""","155 lbs.","--","Orthodox",8,3,0,NA
"1358","Ian","McCall","Uncle Creepy","5' 5""","125 lbs.","64.0""","Orthodox",13,5,1,NA
"1368","Molly","McCann","Meatball","5' 4""","125 lbs.","62.0""","Orthodox",10,4,0,NA
"1378","Charles","McCarthy","Chainsaw","5' 10""","185 lbs.","71.0""","Orthodox",10,5,0,NA
"1388","Sean","McCorkle","","6' 7""","265 lbs.","81.0""","Orthodox",17,7,0,NA
"1398","Kris","McCray","Savage","6' 0""","170 lbs.","76.0""","Orthodox",8,5,0,NA
"1408","Tamdan","McCrory","The Barncat","6' 4""","185 lbs.","76.0""","Switch",14,5,0,NA
"14112","Rob","McCullough","Razor","5' 9""","155 lbs.","69.0""","Orthodox",19,8,0,NA
"14211","Justin","McCully","The Insane One","6' 1""","225 lbs.","73.0""","Orthodox",11,5,2,NA
"1437","Robert","McDaniel","Bubba","6' 3""","185 lbs.","75.0""","Southpaw",28,10,0,NA
"1447","Michael","McDonald","The Black Sniper","5' 11""","205 lbs.","--","Orthodox",1,1,0,NA
"1457","Scott","McDonald","","--","--","--","",1,0,0,NA
"1467","Michael","McDonald","Mayday","5' 9""","135 lbs.","70.0""","Orthodox",17,4,0,NA
"1477","Josh","McDonald","","--","185 lbs.","--","",9,5,0,NA
"1487","Miles","McDonald","","5' 7""","115 lbs.","--","",2,1,0,NA
"1497","Justin","McElfresh","","6' 6""","205 lbs.","--","Orthodox",6,4,0,NA
"1507","Drew","McFedries","The Massacre","6' 0""","185 lbs.","72.0""","Southpaw",12,7,0,NA
"15112","Liam","McGeary","","6' 6""","205 lbs.","--","",12,2,0,NA
"15211","Gan","McGee","The Giant","6' 10""","265 lbs.","--","Orthodox",13,5,0,NA
"1537","Court","McGee","The Crusher","5' 11""","170 lbs.","75.0""","Orthodox",20,10,0,NA
"1547","Ryan","McGillivray","The Kid","5' 11""","170 lbs.","--","",12,0,1,NA
"1557","Ryan","McGivern","","6' 0""","185 lbs.","--","Orthodox",13,7,0,NA
"1567","Jack","McGlaughlin","","--","--","--","Orthodox",1,4,0,NA
"1577","Conor","McGregor","The Notorious","5' 9""","155 lbs.","74.0""","Southpaw",22,5,0,NA
"1587","Greg","McIntyre","","5' 10""","155 lbs.","--","Orthodox",6,4,0,NA
"1597","Antonio","McKee","Mandingo","5' 8""","155 lbs.","--","Southpaw",29,6,2,NA
"1607","AJ","McKee","Mercenary","5' 10""","145 lbs.","--","",8,0,0,NA
"16112","Rhys","McKee","Skeletor","6' 2""","170 lbs.","78.0""","Orthodox",10,4,1,NA
"16211","Cory","McKenna","The Hobbit","5' 3""","115 lbs.","58.0""","Orthodox",6,1,0,NA
"1637","Tim","McKenzie","","6' 0""","185 lbs.","74.0""","Orthodox",14,9,0,NA
"1647","Cody","McKenzie","","6' 0""","155 lbs.","72.0""","Switch",16,10,0,NA
"1657","Terrance","McKinney","","5' 11""","145 lbs.","74.0""","Switch",4,2,0,NA
"1667","Brian","McLaughlin","","5' 9""","155 lbs.","--","",6,2,0,NA
"1677","Jason","McLean","","5' 5""","145 lbs.","--","",6,7,0,NA
"1687","Garreth","McLellan","Soldier Boy","6' 1""","185 lbs.","72.0""","Southpaw",13,6,0,NA
"1696","Sara","McMann","","5' 6""","135 lbs.","66.0""","Orthodox",12,6,0,NA
"1705","James","McSweeney","The Hammer","6' 4""","230 lbs.","77.0""","Switch",15,15,0,NA
"17111","Charles","McTorry","","--","--","--","",3,0,0,NA
"1729","Daniel","McWilliams","The Animal","6' 1""","185 lbs.","--","",15,37,0,NA
"1735","Tim","Means","The Dirty Bird","6' 2""","170 lbs.","75.0""","Orthodox",31,12,1,NA
"1745","Yancy","Medeiros","","5' 10""","155 lbs.","75.0""","Orthodox",15,7,0,NA
"1755","Anistavio","Medeiros","Gasparzinho","5' 6""","145 lbs.","--","Orthodox",19,10,0,NA
"1765","Kaline","Medeiros","The Dark Angel","5' 3""","115 lbs.","--","",8,5,0,NA
"1774","Uros","Medic","The Doctor","6' 1""","155 lbs.","71.0""","Southpaw",7,0,0,NA
"1784","Todd","Medina","El Tiburon","5' 10""","193 lbs.","--","Southpaw",11,9,0,NA
"1794","Jason","Medina","","5' 9""","180 lbs.","--","",21,15,1,NA
"1804","Emil","Meek","Valhalla","5' 11""","170 lbs.","74.0""","Switch",9,5,1,NA
"18110","Sanford Alton","Meeks","","6' 5""","265 lbs.","75.0""","Orthodox",1,1,0,NA
"1828","Gerald","Meerschaert","GM3","6' 1""","185 lbs.","77.0""","Southpaw",31,14,0,NA
"1834","Frank","Megallon","","5' 10""","185 lbs.","--","Southpaw",2,3,0,NA
"1844","Derrick","Mehmen","Caveman","6' 4""","205 lbs.","--","",19,9,0,NA
"1854","Miika","Mehmet","","--","205 lbs.","--","Orthodox",3,5,0,NA
"1864","Jordan","Mein","Young Gun","6' 0""","170 lbs.","73.0""","Orthodox",31,12,0,NA
"1874","Bryce","Mejia","","6' 1""","170 lbs.","--","",3,1,0,NA
"1884","Brian","Melancon","","5' 8""","170 lbs.","--","Orthodox",7,3,0,NA
"1894","Brandon","Melendez","The Murderer","5' 11""","155 lbs.","--","Southpaw",25,25,0,NA
"1904","Gilbert","Melendez","El Nino","5' 9""","145 lbs.","73.0""","Orthodox",22,8,0,NA
"19110","Marcelo","Mello","","5' 7""","170 lbs.","--","Southpaw",1,0,0,NA
"1928","Fabio","Mello","","5' 5""","155 lbs.","--","Southpaw",11,8,0,NA
"1934","Vanessa","Melo","","5' 5""","135 lbs.","65.0""","Orthodox",11,8,0,NA
"1943","Antonio","Mendes","Samurai","6' 3""","205 lbs.","77.0""","Southpaw",18,13,0,NA
"1953","Chad","Mendes","Money","5' 6""","145 lbs.","66.0""","Orthodox",18,5,0,NA
"1963","Augusto","Mendes","Tanquinho","5' 6""","135 lbs.","65.0""","Orthodox",6,2,0,NA
"1973","Eddie","Mendez","","5' 10""","185 lbs.","--","",8,3,1,NA
"1983","Luis","Mendoza","","--","155 lbs.","--","",0,1,0,NA
"1993","Pietro","Menga","","5' 7""","125 lbs.","68.0""","Southpaw",13,0,0,NA
"2003","Alonzo","Menifield","Atomic","6' 0""","205 lbs.","76.0""","Orthodox",9,2,0,NA
"20110","Ivan","Menjivar","The Pride of El Salvador","5' 6""","145 lbs.","64.0""","Orthodox",25,12,0,NA
"2026","Dave","Menne","The Warrior","5' 10""","170 lbs.","--","Orthodox",45,17,2,NA
"2032","Steve","Mensing","The Machine","5' 11""","185 lbs.","--","Orthodox",9,13,2,NA
"2042","Buck","Meredith","","6' 2""","185 lbs.","--","",3,3,0,NA
"2052","Adam","Meredith","","6' 2""","170 lbs.","--","",5,3,0,NA
"2062","Joe","Merritt","","6' 0""","170 lbs.","--","Orthodox",7,2,0,NA
"2072","Jeremiah","Metcalf","","6' 1""","185 lbs.","--","Orthodox",13,7,0,NA
"2082","Jonathan","Meunier","District","6' 3""","170 lbs.","--","Switch",8,1,0,NA
"2092","Yaotzin","Meza","","5' 9""","145 lbs.","71.0""","Orthodox",21,11,0,NA
"2103","Guy","Mezger","","6' 1""","200 lbs.","--","Orthodox",30,14,2,NA
"21110","Brandon","Michaels","","5' 9""","185 lbs.","--","",4,14,0,NA
"2124","Andreas","Michailidis","The Spartan","6' 0""","185 lbs.","76.0""","Orthodox",12,4,0,NA
"2132","David","Michaud","BullDawg","5' 9""","155 lbs.","--","Orthodox",11,3,0,NA
"2142","Chris","Mickle","","5' 9""","145 lbs.","--","Orthodox",30,21,2,NA
"2152","Zachary","Micklewright","","6' 0""","155 lbs.","74.0""","Southpaw",15,3,0,NA
"2162","Kristof","Midoux","The Hurricane","6' 1""","220 lbs.","--","Orthodox",6,10,0,NA
"2172","Keith","Mielke","","5' 8""","185 lbs.","--","",0,5,0,NA
"2182","Chris","Mierzwiak","","6' 1""","185 lbs.","--","",5,3,0,NA
"2192","Gabriel","Miglioli","Biel","5' 8""","170 lbs.","--","",9,9,0,NA
"2202","Bojan","Mihajlovic","","5' 11""","205 lbs.","73.0""","Orthodox",10,6,0,NA
"22110","Billy","Miles","The Kid","5' 10""","170 lbs.","--","Orthodox",2,2,0,NA
"2224","Pat","Miletich","The Croatian Sensation","5' 10""","170 lbs.","--","Orthodox",29,7,2,NA
"2232","Curtis","Millender","Curtious","6' 2""","170 lbs.","76.0""","Orthodox",17,5,0,NA
"2242","Phillip","Miller","","5' 11""","185 lbs.","--","Orthodox",16,0,0,NA
"2252","Jason","Miller","Mayhem","6' 1""","185 lbs.","--","Orthodox",23,10,0,NA
"2262","Dan","Miller","","6' 1""","185 lbs.","74.0""","Orthodox",14,8,0,NA
"2272","Jim","Miller","A-10","5' 8""","155 lbs.","71.0""","Southpaw",32,15,0,NA
"2282","Cole","Miller","Magrinho","6' 1""","145 lbs.","73.0""","Orthodox",21,11,0,NA
"2292","Henry","Miller","Sentoryu","5' 7""","270 lbs.","--","Southpaw",6,16,0,NA
"2302","Micah","Miller","Maverick","6' 0""","145 lbs.","--","Orthodox",20,8,0,NA
"23110","Aaron","Miller","Blood Spiller","5' 9""","145 lbs.","--","",14,10,0,NA
"2324","Eddy","Millis","","6' 1""","185 lbs.","--","",0,2,0,NA
"2332","Che","Mills","Beautiful","6' 1""","170 lbs.","76.0""","Orthodox",16,10,0,NA
"2342","Adam","Milstead","The Prototype","6' 3""","205 lbs.","76.0""","Orthodox",8,4,0,NA
"2352","Alberto","Mina","Soldier of God","6' 0""","170 lbs.","77.0""","Orthodox",13,1,0,NA
"2362","Vitaly","Minakov","","6' 2""","249 lbs.","--","",20,0,0,NA
"2372","Darrick","Minner","","5' 7""","145 lbs.","69.0""","Orthodox",26,11,0,NA
"2382","Mike","Minniger","","--","--","--","",0,0,0,NA
"2392","Ikuhisa","Minowa","Minowaman","5' 9""","181 lbs.","--","Orthodox",60,42,8,NA
"2402","Carlton","Minus","Clutch","5' 10""","170 lbs.","75.0""","Orthodox",10,3,0,NA
"24110","Stipe","Miocic","","6' 4""","240 lbs.","80.0""","Orthodox",20,3,0,NA
"2424","Frank","Mir","","6' 3""","264 lbs.","79.0""","Southpaw",18,11,0,NA
"2432","Juan","Miranda","","--","155 lbs.","--","",7,5,0,NA
"2442","Mario","Miranda","","6' 3""","185 lbs.","74.0""","Orthodox",14,7,0,NA
"2452","Vitor","Miranda","Lex Luthor","6' 1""","185 lbs.","77.0""","Orthodox",12,5,0,NA
"2462","Damir","Mirenic","Wolf","6' 0""","185 lbs.","--","Orthodox",9,4,0,NA
"2471","Kazuo","Misaki","Hitman","5' 8""","183 lbs.","--","Orthodox",25,11,2,NA
"2481","Toby","Misech","2 Quick","5' 8""","145 lbs.","--","Southpaw",9,5,0,NA
"2491","Dokonjonosuke","Mishima","","5' 7""","155 lbs.","--","Southpaw",21,7,2,NA
"2501","Felix Lee","Mitchell","","--","--","--","Orthodox",2,7,0,NA
"25110","David","Mitchell","Daudi","6' 0""","170 lbs.","75.0""","Orthodox",22,7,0,NA
"2522","Danny","Mitchell","The Cheesecake Assassin","6' 2""","170 lbs.","--","Orthodox",19,9,1,NA
"2531","Brad","Mitchell","","5' 11""","145 lbs.","--","",4,2,0,NA
"2541","Clay","Mitchell","","6' 2""","185 lbs.","--","",1,2,0,NA
"2551","Bryce","Mitchell","Thug Nasty","5' 10""","145 lbs.","70.0""","Southpaw",14,1,0,NA
"2561","Maurice","Mitchell","The AK Kid","5' 9""","145 lbs.","--","Orthodox",11,2,0,NA
"2571","Roman","Mitichyan","","5' 10""","170 lbs.","--","Orthodox",8,3,0,NA
"2581","Matt","Mitrione","","6' 3""","265 lbs.","82.0""","Switch",12,5,0,NA
"2591","Eiji","Mitsuoka","","5' 7""","145 lbs.","--","Southpaw",18,9,2,NA
"2601","Hiromitsu","Miura","","5' 9""","170 lbs.","71.0""","Orthodox",12,7,0,NA
"2617","Jonathan","Mix","","6' 0""","168 lbs.","--","",7,4,0,NA
"2621","Tomoya","Miyashita","","5' 7""","139 lbs.","--","Southpaw",17,9,7,NA
"2631","Kazuyuki","Miyata","","5' 8""","139 lbs.","--","Orthodox",15,9,0,NA
"2641","Motoki","Miyazawa","","5' 11""","168 lbs.","--","Southpaw",7,3,0,NA
"2651","Takeya","Mizugaki","","5' 7""","135 lbs.","69.0""","Orthodox",21,11,2,NA
"2661","Tatsuya","Mizuno","","6' 1""","205 lbs.","--","Southpaw",16,12,1,NA
"2671","Roxanne","Modafferi","The Happy Warrior","5' 7""","125 lbs.","69.0""","Orthodox",25,19,0,NA
"2681","Bobby","Moffett","The Wolfman","5' 10""","145 lbs.","73.0""","Orthodox",13,5,0,NA
"2691","Bronson","Mohika","","--","135 lbs.","--","",1,1,0,NA
"2701","Nate","Mohr","","5' 9""","155 lbs.","72.0""","Orthodox",9,7,0,NA
"2714","Renato","Moicano","","5' 11""","155 lbs.","72.0""","Orthodox",14,4,1,NA
"2721","Thiago","Moises","","5' 9""","155 lbs.","70.0""","Orthodox",15,4,0,NA
"2731","Ashkan","Mokhtarian","The Assassin","5' 6""","125 lbs.","67.0""","Southpaw",13,3,0,NA
"2741","Suman","Mokhtarian","","5' 8""","145 lbs.","72.0""","Orthodox",8,5,0,NA
"2751","Dan","Molina","","5' 10""","216 lbs.","--","",13,9,0,NA
"2761","Jeff","Molina","El Jefe","5' 6""","125 lbs.","69.0""","Orthodox",8,2,0,NA
"2771","Rudyard","Moncayo","","5' 10""","195 lbs.","--","Orthodox",0,3,0,NA
"2781","Hidetaka","Monma","","6' 0""","168 lbs.","--","Orthodox",18,11,4,NA
"2791","Jeff","Monson","The Snowman","5' 9""","247 lbs.","74.0""","Orthodox",60,26,1,NA
"2801","Darrell","Montague","Mongoose","5' 6""","125 lbs.","67.0""","Southpaw",13,5,0,NA
"2813","Andrew","Montanez","","--","185 lbs.","--","",9,12,1,NA
"2821","Augusto","Montano","Dodger","6' 1""","170 lbs.","73.0""","Orthodox",15,3,0,NA
"2831","Erick","Montano","Perry","6' 0""","170 lbs.","73.0""","Orthodox",7,5,0,NA
"2841","Nicco","Montano","","5' 5""","135 lbs.","65.0""","Southpaw",5,3,0,NA
"2851","Alberto","Montes","The Promise","5' 7""","135 lbs.","--","",4,0,0,NA
"2861","Steve","Montgomery","The Creepy Weasel","6' 4""","185 lbs.","--","Southpaw",9,5,0,NA
"2871","James","Moontasri","Moon Walker","5' 10""","170 lbs.","71.0""","Switch",9,5,0,NA
"2881","Homer","Moore","The Rock","5' 10""","205 lbs.","--","Orthodox",26,9,2,NA
"2891","Todd","Moore","","5' 9""","170 lbs.","71.0""","Southpaw",16,7,0,NA
"2901","Nate","Moore","","6' 0""","170 lbs.","--","",8,4,0,NA
"2913","Dustin","Moore","","5' 4""","125 lbs.","--","",0,2,0,NA
"2921","Taylor","Moore","","5' 10""","135 lbs.","70.0""","Southpaw",10,5,0,NA
"2931","Sergio","Moraes","The Panther","6' 0""","170 lbs.","72.0""","Orthodox",14,6,1,NA
"2941","Marlon","Moraes","Magic","5' 6""","135 lbs.","67.0""","Orthodox",23,8,1,NA
"2951","Sheymon","Moraes","","5' 8""","145 lbs.","72.0""","Orthodox",11,4,0,NA
"2961","John","Moraga","","5' 6""","125 lbs.","66.0""","Orthodox",19,7,0,NA
"2971","Ricardo","Morais","The Mutant","6' 8""","270 lbs.","--","Orthodox",10,4,1,NA
"2981","Leonardo","Morales","Chimy","5' 8""","135 lbs.","--","Southpaw",6,2,0,NA
"2991","Albert","Morales","The Warrior","5' 9""","135 lbs.","72.0""","Orthodox",7,4,1,NA
"300","Joseph","Morales","","5' 6""","125 lbs.","69.0""","Switch",9,2,0,NA
"3013","Vince","Morales","Vandetta","5' 7""","145 lbs.","70.0""","Orthodox",9,5,0,NA
"3021","Omar","Morales","Venezuelan Fighter","5' 11""","145 lbs.","73.0""","Orthodox",10,1,0,NA
"3031","Sarah","Moras","Cheesecake","5' 7""","135 lbs.","67.0""","Orthodox",6,8,0,NA
"3041","Christian","Morecraft","","6' 6""","260 lbs.","81.0""","Orthodox",8,3,0,NA
"3051","Joe","Moreira","","5' 11""","195 lbs.","--","Southpaw",2,2,0,NA
"3061","Richardson","Moreira","Rick Monstro","6' 2""","185 lbs.","--","Orthodox",7,4,0,NA
"3071","Gisele","Moreira","","5' 6""","135 lbs.","--","Orthodox",8,3,0,NA
"3081","Vinicius","Moreira","Mamute","6' 4""","205 lbs.","76.0""","Orthodox",9,5,0,NA
"3091","Jesse","Moreng","Arturo","5' 7""","145 lbs.","--","Orthodox",9,1,0,NA
"3101","Brandon","Moreno","The Assassin Baby","5' 7""","125 lbs.","70.0""","Orthodox",18,5,2,NA
"3117","Mike","Moreno","El Palo Duro","6' 0""","185 lbs.","--","",6,5,0,NA
"3121","Dan","Moret","The Hitman","6' 0""","155 lbs.","73.0""","Southpaw",13,6,0,NA
"3131","Sammy","Morgan","The Squeeze","5' 10""","170 lbs.","--","Orthodox",18,12,0,NA
"3141","Peggy","Morgan","The Daywalker","6' 1""","135 lbs.","--","",4,4,0,NA
"3151","Alex","Morono","The Great White","5' 11""","170 lbs.","72.0""","Orthodox",18,7,0,NA
"3161","Maryna","Moroz","Iron Lady","5' 7""","125 lbs.","67.0""","Orthodox",10,3,0,NA
"3171","Sergey","Morozov","","5' 6""","135 lbs.","--","Orthodox",16,4,0,NA
"3181","Brad","Morris","","6' 2""","205 lbs.","--","Orthodox",10,6,0,NA
"3191","Scott","Morris","","5' 10""","210 lbs.","--","Orthodox",2,1,0,NA
"3201","Anthony","Morrison","Cheesesteak","5' 7""","145 lbs.","--","Orthodox",20,12,0,NA
"3215","Jack","Morrison","","5' 11""","205 lbs.","--","",0,3,0,NA
"3221","Harry","Moskowitz","Dirty","6' 5""","275 lbs.","--","Orthodox",6,12,0,NA
"3231","Juan","Mott","","6' 0""","190 lbs.","--","Switch",3,4,0,NA
"3241","Nikolas","Motta","Iron","5' 9""","155 lbs.","70.0""","Orthodox",12,3,0,NA
"3251","Flavio Luiz","Moura","","5' 11""","183 lbs.","--","Open Stance",19,7,0,NA
"3261","Gegard","Mousasi","","6' 2""","185 lbs.","76.0""","Orthodox",42,6,2,NA
"3271","Kin","Moy","Kong","5' 5""","135 lbs.","--","",8,3,0,NA
"3281","Jamie","Moyle","","5' 1""","115 lbs.","65.0""","Orthodox",4,3,0,NA
"3291","Su","Mudaerji","The Tibetan Eagle","5' 8""","125 lbs.","72.0""","Southpaw",14,4,0,NA
"3301","Garrett","Mueller","","5' 9""","135 lbs.","--","",3,3,0,NA
"3313","Lauren","Mueller","Princess Tiger","5' 5""","125 lbs.","67.0""","Orthodox",5,3,0,NA
"3321","Belal","Muhammad","Remember the Name","5' 11""","170 lbs.","72.0""","Orthodox",18,3,0,NA
"3331","Fazlo","Mulabitinovic","","--","135 lbs.","--","",4,2,0,NA
"3341","Quinn","Mulhern","","6' 3""","155 lbs.","--","Orthodox",18,4,0,NA
"3351","James","Mulheron","","5' 10""","243 lbs.","73.0""","Orthodox",11,2,0,NA
"3361","Jamie","Mullarkey","","6' 0""","155 lbs.","74.0""","Orthodox",12,4,0,NA
"3371","Jim","Mullen","","6' 1""","215 lbs.","--","Southpaw",0,2,0,NA
"3381","Pedro","Munhoz","The Young Punisher","5' 6""","135 lbs.","65.0""","Orthodox",19,5,0,NA
"3391","Andre","Muniz","Sergipano","6' 1""","185 lbs.","78.0""","Southpaw",20,4,0,NA
"3401","Mark","Munoz","The Filipino Wrecking Machine","6' 0""","185 lbs.","71.0""","Orthodox",14,6,0,NA
"3413","Alexander","Munoz","","5' 9""","155 lbs.","72.0""","Switch",6,1,0,NA
"3421","Johnny","Munoz","Kid Kvenbo","5' 9""","145 lbs.","71.0""","Orthodox",10,1,0,NA
"3431","Andy","Murad","The Tooth Fairy","5' 9""","185 lbs.","--","",15,2,0,NA
"3441","Makhmud","Muradov","Mach","6' 2""","185 lbs.","75.0""","Orthodox",25,6,0,NA
"3451","Kazunari","Murakami","","6' 1""","220 lbs.","--","Orthodox",5,5,0,NA
"3461","Ryuichi","Murata","","5' 8""","183 lbs.","--","Orthodox",8,3,1,NA
"3471","Kanako","Murata","","5' 1""","115 lbs.","62.0""","Orthodox",12,1,0,NA
"3481","Vince","Murdock","","5' 6""","145 lbs.","64.0""","Orthodox",12,4,0,NA
"3491","Tom","Murphy","","6' 2""","227 lbs.","--","Southpaw",8,0,0,NA
"3501","Ian","Murphy","","6' 1""","185 lbs.","--","Orthodox",1,1,0,NA
"3513","Jon","Murphy","Man of Faith","6' 3""","260 lbs.","--","Orthodox",6,4,0,NA
"3521","Lauren","Murphy","Lucky","5' 5""","125 lbs.","67.0""","Orthodox",14,4,0,NA
"3531","Patrick","Murphy","","6' 0""","170 lbs.","--","",5,3,0,NA
"3541","Lerone","Murphy","The Miracle","5' 9""","145 lbs.","73.0""","Orthodox",10,0,1,NA
"3551","Lee","Murray","Lightning","6' 3""","185 lbs.","--","Orthodox",8,2,1,NA
"3561","Khalid","Murtazaliev","","6' 0""","185 lbs.","76.0""","Orthodox",14,2,0,NA
"3571","Azamat","Murzakanov","The Professional","5' 11""","205 lbs.","--","",7,0,0,NA
"3581","Nicholas","Musoke","Nico","6' 0""","170 lbs.","75.0""","Orthodox",13,5,0,NA
"3591","Andre","Mussi","","6' 3""","242 lbs.","--","Orthodox",11,5,0,NA
"360","Magomed","Mustafaev","The Sniper","5' 8""","155 lbs.","71.0""","Orthodox",14,4,0,NA
"3613","Max","Mustaki","","6' 0""","155 lbs.","--","Orthodox",6,3,0,NA
"3621","Elvis","Mutapcic","The King","6' 0""","185 lbs.","72.0""","Orthodox",15,6,1,NA
"3631","Fiona","Muxlow","","5' 4""","145 lbs.","--","",6,3,0,NA
"3641","Ho Bae","Myeon","","5' 11""","168 lbs.","--","Orthodox",13,5,1,NA
"2104","Na","Liang","","--","115 lbs.","--","",9,4,0,NA
"380","Katsuhiko","Nagata","","5' 7""","154 lbs.","--","Southpaw",6,7,3,NA
"470","Yuji","Nagata","","6' 0""","225 lbs.","--","Orthodox",0,2,0,NA
"560","Greg","Nagy","","6' 1""","210 lbs.","--","Orthodox",1,3,0,NA
"660","Logan","Nail","","--","185 lbs.","--","",1,1,0,NA
"760","Muhammad","Naimov","Hillman","5' 9""","145 lbs.","70.0""","Orthodox",5,1,0,NA
"850","Yukiya","Naito","","6' 1""","205 lbs.","--","Orthodox",15,6,2,NA
"950","Andrews","Nakahara","","6' 1""","185 lbs.","--","Orthodox",5,4,2,NA
"1050","Rin","Nakai","","5' 1""","135 lbs.","--","Orthodox",19,2,1,NA
"1140","Kazuhiro","Nakamura","Kaz","5' 11""","205 lbs.","70.0""","Orthodox",21,13,0,NA
"1240","Keita","Nakamura","K-Taro","5' 11""","170 lbs.","73.0""","Southpaw",34,10,2,NA
"1340","Daisuke","Nakamura","","5' 7""","154 lbs.","--","Orthodox",28,19,1,NA
"1438","Yusaku","Nakamura","","5' 5""","145 lbs.","--","",14,4,1,NA
"1538","Jutaro","Nakao","","5' 9""","170 lbs.","--","Southpaw",25,19,4,NA
"1638","Yoshihiro","Nakao","Kiss","6' 0""","220 lbs.","--","Southpaw",9,3,0,NA
"1730","Yui Chul","Nam","The Korean Bulldozer","5' 9""","145 lbs.","--","Orthodox",18,8,1,NA
"1829","Tyson","Nam","","5' 7""","125 lbs.","68.0""","Orthodox",20,12,1,NA
"1929","Rose","Namajunas","Thug","5' 5""","115 lbs.","65.0""","Orthodox",10,4,0,NA
"2027","Yasuhito","Namekawa","","5' 9""","205 lbs.","--","Orthodox",25,16,4,NA
"2125","Nad","Narimani","Smiler","5' 8""","145 lbs.","70.0""","Orthodox",12,4,0,NA
"2225","Roger","Narvaez","Silverback","6' 3""","185 lbs.","--","Southpaw",8,3,0,NA
